servicio,paradero,tiempo_promedio,geo_parader,geo_parader_lat,geo_parader_lon,calificacion,zona_h,zona_h_num,seccion
D08I,PD996,1881.1538461538462,0101000020E610000037B0705644A251C06F4B9B9D29BC40C0,-33.4700200088763,-70.535420999572,0,Bajo,3,S1
D08I,PD997,1632.7142857142858,0101000020E6100000ADC8ACA92CA251C0CB41501DC9BB40C0,-33.4670750276451,-70.5339760005324,0,Bajo,3,S1
D08I,PD998,1839.076923076923,0101000020E6100000B7D2D7851FA251C0F7E6150D8DBB40C0,-33.4652420384354,-70.5331740005157,0,Bajo,3,S1
D08I,PD999,2011.25,0101000020E6100000CB0BDB183BA251C0211FEC4274BA40C0,-33.4566730168283,-70.5348570002672,0,Bajo,3,S1
D08I,PC112,459.60869565217394,0101000020E6100000CE6050E273A451C068073D6329B740C0,-33.4309505508416,-70.5695730004256,2,Bajo,3,S2
D08I,PC482,433.48,0101000020E6100000CEF6EA909BA351C08EC692AE18B740C0,-33.4304407326391,-70.5563700003215,2,Bajo,3,S2
D08I,PC483,405.0416666666667,0101000020E6100000FC5AF5F1D0A351C0D9B853E81CB740C0,-33.4305696877288,-70.5596279998826,2,Bajo,3,S2
D08I,PC484,481.8636363636364,0101000020E6100000208BB4AA25A451C0E5B1478A24B740C0,-33.43080261708,-70.5647990000839,2,Bajo,3,S2
D08I,PC485,458.30434782608694,0101000020E6100000376C61BEBCA451C0591E3EA52DB740C0,-33.4310804894746,-70.574019999637,2,Bajo,3,S2
D08I,PC486,458.30434782608694,0101000020E61000004541EC8502A551C04171C03232B740C0,-33.4312194289837,-70.5782790000131,2,Bajo,3,S2
D08I,PC975,403.74074074074076,0101000020E61000003CD009C79AA251C0E63D6C2AE1B640C0,-33.4287465122723,-70.5406968684992,2,Bajo,3,S2
D08I,PC976,419.03846153846155,0101000020E61000003A66F02E17A351C0F7C9482709B740C0,-33.4299668412604,-70.5482899997377,2,Bajo,3,S2
D08I,PC977,419.2307692307692,0101000020E61000002441852172A351C0BF615C7911B740C0,-33.4302207661708,-70.5538409997285,2,Bajo,3,S2
D08I,PC978,477.9583333333333,0101000020E61000001C68828F64A551C0AD4EDDB656B740C0,-33.4323338108637,-70.5842627309325,2,Bajo,3,S2
D08I,PD1000,327.8,0101000020E6100000D08B65E455A251C02A22EE8235BA40C0,-33.4547580397378,-70.5364924422895,2,Bajo,3,S2
D08I,PD1001,335.7647058823529,0101000020E61000000423E10852A251C03130B16FEEB940C0,-33.4525889983346,-70.5362569998361,2,Bajo,3,S2
D08I,PD1002,374.8965517241379,0101000020E610000007D2A31D37A251C0C08002399BB840C0,-33.4422370207044,-70.5346140003022,2,Bajo,3,S2
D08I,PD1003,540.2380952380952,0101000020E61000003F5E207C28A251C0B1CFF0156DB840C0,-33.4408290315472,-70.533721000299,2,Bajo,3,S2
D08I,PD1004,405.2142857142857,0101000020E610000095520CF454A251C014CA15C30FB840C0,-33.4379810196298,-70.5364351387346,2,Bajo,3,S2
D08I,PD1005,406.2142857142857,0101000020E6100000C741679361A251C012DC18A5B2B740C0,-33.4351393100152,-70.5372055538529,2,Bajo,3,S2
D08I,PD1006,379.58620689655174,0101000020E610000095E254F96AA251C064693BB382B740C0,-33.4336761512848,-70.5377791718441,2,Bajo,3,S2
D08I,PD1377,478.0,0101000020E6100000DE9E2D573FA551C0781E03CC75B740C0,-33.4332823767881,-70.5819909997476,2,Bajo,3,S2
D08I,PD1420,396.60714285714283,0101000020E6100000D55BA522F6A151C0847AC0E3C2BA40C0,-33.4590725602948,-70.5306479086715,2,Bajo,3,S2
D08I,PD1429,167.42028985507247,0101000020E61000002DB5C77F81A151C05F57421A90BD40C0,-33.4809601615841,-70.5235290003081,2,Bajo,3,S2
D08I,PD1433,344.45454545454544,0101000020E610000064CFB757E6A151C02D040410D1BA40C0,-33.459505083047,-70.5296839995404,2,Bajo,3,S2
D08I,PD440,334.02941176470586,0101000020E6100000E9819E7425A251C0920B29ABBDBA40C0,-33.4589132261673,-70.533536104958,2,Bajo,3,S2
D08I,PD441,344.1212121212121,0101000020E610000017FDF6F123A251C0A4E36AD57ABA40C0,-33.4568735858841,-70.5334439193724,2,Bajo,3,S2
D08I,PD445,324.0,0101000020E61000001A96C1C58AA251C0868322FBC8B940C0,-33.4514459532284,-70.5397200003139,2,Bajo,3,S2
D08I,PD544,270.84615384615387,0101000020E6100000272C84EDC5A151C09EE4F0854DBD40C0,-33.4789283205257,-70.5277055540797,2,Bajo,3,S2
D08I,PD545,325.9375,0101000020E6100000108EF60B01A251C0C9D6869536BD40C0,-33.4782282741922,-70.5313138873828,2,Bajo,3,S2
D08I,PD546,303.65714285714284,0101000020E6100000366B67B62BA251C07250B0AE28BD40C0,-33.4778040276441,-70.5339180002164,2,Bajo,3,S2
D08I,PD738,353.34375,0101000020E6100000E26483BEF4A151C06E3C7C8F37BB40C0,-33.4626330715772,-70.5305630000253,2,Bajo,3,S2
D08I,PD780,419.7307692307692,0101000020E610000064BD97C283A251C0CE6D66D87BB940C0,-33.4490919590131,-70.5392919999918,2,Bajo,3,S2
D08I,PD781,489.2173913043478,0101000020E6100000F43E645C71A251C0BCE1C40E45B940C0,-33.4474199735009,-70.5381690005268,2,Bajo,3,S2
D08I,PD782,364.9032258064516,0101000020E6100000DB78634161A251C0356C8FA415B940C0,-33.4459729862505,-70.5371860000045,2,Bajo,3,S2
D08I,PD993,322.74285714285713,0101000020E6100000D18E45B75EA251C0CDB7A9060BBD40C0,-33.4768989876462,-70.5370310000683,2,Bajo,3,S2
D08I,PD994,305.51428571428573,0101000020E6100000FD6E13D55BA251C052FCF28DCBBC40C0,-33.4749619900182,-70.536855000475,2,Bajo,3,S2
D08I,PD995,282.9736842105263,0101000020E6100000D5D9EE7552A251C0958BFA5888BC40C0,-33.4729109977117,-70.5362830002335,2,Bajo,3,S2
D08I,PD996,366.19354838709677,0101000020E610000037B0705644A251C06F4B9B9D29BC40C0,-33.4700200088763,-70.535420999572,2,Bajo,3,S2
D08I,PD997,315.30555555555554,0101000020E6100000ADC8ACA92CA251C0CB41501DC9BB40C0,-33.4670750276451,-70.5339760005324,2,Bajo,3,S2
D08I,PD998,318.47222222222223,0101000020E6100000B7D2D7851FA251C0F7E6150D8DBB40C0,-33.4652420384354,-70.5331740005157,2,Bajo,3,S2
D08I,PD999,392.62068965517244,0101000020E6100000CB0BDB183BA251C0211FEC4274BA40C0,-33.4566730168283,-70.5348570002672,2,Bajo,3,S2
